"#Data was processed in Genespring 11.5.1.  Note filtering was not the same for CSM data as for YPD data, so number of probes differs.  Also, fold changes are NOT log2."																							
	"gal11-myc med3? vs BY4741, YPD"				"gal11? med3? vs BY4741, YPD"					"gal11-myc med3? vs BY4741, CSM"					"gal11? med3? vs BY4741, CSM"					"BY4741 vs BY4742, YPD"			
Probe Set ID	p-value	Corrected p-value	Fold change		Probe Set ID	p-value	Corrected p-value	Fold change		Probe Set ID	p-value	Corrected p-value	Fold change		Probe Set ID	p-value	Corrected p-value	Fold change		Probe Set ID	p-value	Corrected p-value	Fold change
1770108_at	0.6679027	0.8285162	-1.0618888		1770109_at	7.52E-04	0.016775582	-1.2290123		1771165_x_at	0.55740607	0.72390115	1.0297348		1771165_x_at	0.42710456	0.6676296	1.0407169		1770064_at	0.59247166	0.8035688	1.0585262
1770107_at	0.5248923	0.73358077	-1.084931		1770108_at	0.3806378	0.57923955	1.1383722		1771164_at	0.7251728	0.84116846	1.025666		1771164_at	0.48618042	0.71516603	1.0529385		1770063_at	0.14983742	0.5117757	-1.1676561
1770106_at	0.074900344	0.26164427	-1.327894		1770107_at	0.90668696	0.9504724	-1.0133568		1771163_at	0.3385093	0.5379915	-1.2472267		1771163_at	0.14979629	0.37627068	-1.4117022		1770062_at	0.30959743	0.61813813	1.0256095
1770105_at	0.885772	0.9454902	1.0241		1770106_at	0.07512196	0.21377017	-1.2447975		1771162_at	0.13721511	0.2955983	1.2032545		1771162_at	0.13030145	0.3474709	1.2004366		1770061_at	0.28245735	0.5973653	-1.1434238
1770103_at	0.14799745	0.38037428	-1.2607421		1770103_at	0.21563306	0.41655523	-1.1809498		1771161_at	0.8067446	0.8911425	1.0151613		1771161_at	0.79326445	0.9051712	1.0469705		1770060_at	0.38079005	0.6714613	-1.0727098
1770102_at	0.8276947	0.91725004	1.0410472		1770102_at	0.9576402	0.97746986	-1.0088719		1771160_at	0.008446629	0.03460996	-1.1128776		1771160_at	0.09911697	0.29242602	-1.1534013		1770059_at	0.17877077	0.5242041	1.120065
1770101_at	0.27368197	0.5231029	-1.2227483		1770101_at	0.052302837	0.1705882	-1.5284282		1771159_at	9.48E-04	0.006700965	1.4503497		1771159_at	0.91412526	0.96303487	-1.0066407		1770058_at	0.3952348	0.6802828	1.1456515
1770100_at	0.5101552	0.7229527	1.0294414		1770100_at	0.001705423	0.024603963	-1.1089275		1771158_at	0.002887819	0.015312024	-1.9132677		1771158_at	0.001026379	0.012504203	-1.7554868		1770057_at	0.32495177	0.633234	1.0657789
1770099_at	0.07028698	0.2521133	1.0772327		1770099_at	0.008556813	0.056202702	1.2045559		1771157_at	5.33E-05	0.001077264	-1.1517289		1771157_at	1.32E-04	0.003702381	-1.0831939		1770056_at	0.43265942	0.7042461	-1.1167458
1770098_at	0.15841469	0.39525616	-1.0763022		1770098_at	0.011079306	0.06597635	-1.1099765		1771156_at	0.28460115	0.48287824	-1.1105893		1771156_at	0.38974836	0.6344392	1.0737224		1770055_at	0.1642274	0.5159339	1.1973492
1770097_at	0.22289094	0.4700398	1.1363097		1770096_at	0.53145707	0.7049247	-1.0332372		1771155_at	0.18477437	0.36362585	-1.150543		1771155_at	0.54492	0.7566564	-1.0891739		1770054_at	0.10976992	0.5033901	-1.3097976
1770096_at	0.57564455	0.7683148	1.039479		1770095_at	0.006663445	0.04900824	1.3203926		1771154_at	0.022561107	0.0737946	-1.1850622		1771154_at	0.16600238	0.39878085	-1.264765		1770052_at	0.59247607	0.8035688	-1.0438851
1770095_at	0.042472463	0.1952019	-1.157673		1770093_at	0.13478978	0.3090164	1.3571128		1771153_at	0.006564055	0.028516917	1.166796		1771153_at	0.19776984	0.44114572	1.1297206		1770050_at	0.38184136	0.6714613	1.1220376
1770094_at	0.04761091	0.2080828	-1.0927835		1770092_at	0.2943257	0.49969724	-1.2673385		1771151_at	0.008799815	0.03581541	1.094877		1771151_at	0.041466486	0.16253434	1.442962		1770049_at	0.2282205	0.5563305	-1.1036919
1770093_at	0.28866318	0.5370173	1.1809795		1770091_at	0.9858517	0.99150246	-1.0008404		1771150_at	0.002189315	0.012506447	1.3289752		1771150_at	2.57E-04	0.00547766	1.5882432		1770048_at	0.018752154	0.5033901	1.2880667
1770092_at	0.45481446	0.6836471	-1.1399176		1770090_at	0.81317675	0.8987936	1.0200124		1771149_at	0.9809035	0.98996246	-1.0020391		1771149_at	0.8620687	0.9387779	-1.0151227		1770047_at	0.088786915	0.5033901	-1.3562584
1770091_at	0.13339624	0.35899907	-1.0986406		1770089_at	0.15425608	0.33637682	-1.0954385		1771148_at	0.007612005	0.031969253	1.2143716		1771148_at	0.001288564	0.014501987	1.3061302		1770046_at	0.7541224	0.8868247	-1.0337167
1770090_at	0.727981	0.8616238	1.0343038		1770088_at	0.099773966	0.2568454	-1.3138444		1771147_at	0.6961322	0.8223254	-1.0108544		1771147_at	0.75900173	0.88662434	1.0446593		1770045_at	0.123200044	0.5033901	-1.1057371
1770089_at	0.64187694	0.8116208	1.0193772		1770087_at	0.001041925	0.019022077	1.3861918		1771146_at	0.6596112	0.79922736	1.0551821		1771146_at	0.8613884	0.93864256	1.0133514		1770044_at	0.13048497	0.5036099	-1.1157484
1770088_at	0.1998137	0.44447246	-1.188606		1770086_at	0.24656405	0.45124573	-1.0740997		1771145_at	0.01080663	0.041729633	1.1587045		1771145_at	0.009543117	0.05609854	1.1397086		1770043_at	0.09043401	0.5033901	-1.2263575
1770087_at	9.18E-04	0.032153957	1.5182256		1770084_at	0.14173248	0.31912544	-1.3920859		1771144_at	0.98276496	0.99092597	-1.0009727		1771144_at	0.81307286	0.91537637	-1.0107803		1770042_at	0.4032152	0.6844585	-1.0962783
1770086_at	0.33393985	0.58142316	-1.0746201		1770082_at	0.03614374	0.13701712	-1.0594927		1771143_at	0.006064876	0.026843647	1.3666543		1771143_at	0.00177192	0.017715959	1.6128118		1770041_at	0.95852935	0.98075324	-1.0062253
1770084_at	0.15294887	0.38747573	-1.4011469		1770081_at	0.88522285	0.9393304	-1.0178765		1771142_at	0.6193071	0.7714358	1.026897		1771142_at	0.2945101	0.5494263	-1.0791062		1770040_at	0.8112335	0.91481733	-1.0197089
1770082_at	0.55917394	0.7566851	-1.0176724		1770080_at	0.007354883	0.051696137	1.2810489		1771141_at	0.48118025	0.663339	1.0211486		1771141_at	0.19815236	0.44155976	-1.1223603		1770039_at	0.077745065	0.5033901	1.5208168
1770081_at	0.75983196	0.87993735	1.0542306		1770079_at	0.001054485	0.01912283	-1.4485363		1771140_at	0.9235419	0.95990735	1.0031221		1771140_at	0.07565041	0.24576446	1.117369		1770037_at	0.26691437	0.58597624	-1.02846
1770080_at	0.11050127	0.32528397	1.1632588		1770077_at	0.9633	0.980158	-1.0048853		1771139_at	0.3160697	0.51559323	-1.0609337		1771139_at	0.6195159	0.8066342	-1.0427666		1770036_at	0.04803423	0.5033901	1.1778672
1770079_at	0.006656116	0.072748296	-1.2171758		1770076_at	0.3177828	0.52307194	1.0735085		1771138_at	0.33719346	0.53694534	-1.1767064		1771138_at	0.009828139	0.0570983	1.6097543		1770035_at	0.31550565	0.62469864	1.0930127
1770077_at	0.3915701	0.6312379	-1.1530664		1770075_at	0.002115106	0.027346091	-1.2761145		1771137_at	0.003428311	0.017449735	-1.0548985		1771137_at	0.03779802	0.15230706	-1.1386257		1770034_at	0.40110093	0.68395483	1.1035696
1770076_at	0.52089727	0.73101085	-1.0521424		1770074_at	0.5960573	0.7541667	-1.1343694		1771136_at	0.55901784	0.72502667	-1.0388504		1771136_at	0.17860913	0.41457957	1.0770241		1770033_at	0.5551919	0.78191084	1.0667695
1770075_at	0.004709182	0.061325405	-1.2437326		1770073_s_at	0.23281966	0.4366759	-1.2937826		1771135_at	0.8009073	0.88727516	-1.0044357		1771135_at	0.25009874	0.5038783	-1.1074001		1770032_at	0.23926117	0.5648597	1.129622
1770074_at	0.34489468	0.59066445	-1.2500911		1770072_at	0.027352056	0.114317864	1.7085775		1771134_at	0.29799893	0.49727145	1.1169721		1771134_at	0.9705303	0.9888848	1.0041939		1770031_at	0.3570864	0.6556176	-1.176365
1770073_s_at	0.48522556	0.70464903	1.1434125		1770071_at	0.055674803	0.17688517	1.2908527		1771133_at	0.6391557	0.78497976	1.0353745		1771133_at	0.7396272	0.8766427	1.0219215		1770030_at	0.18271424	0.52524984	1.1204175
1770072_at	0.051532503	0.21661718	1.3552767		1770069_at	0.68665963	0.8165457	-1.0313866		1771132_at	0.815518	0.8965367	1.0172406		1771132_at	0.9857922	0.9939301	1.0012996		1770029_at	0.565067	0.78684837	1.0448767
1770071_at	0.06932574	0.2500406	1.2105901		1770068_at	0.7034929	0.8271534	-1.0319945		1771131_at	0.36756092	0.56565356	-1.0434097		1771131_at	0.09954969	0.29291302	-1.0435101		1770027_at	0.94519085	0.97371554	1.0034002
1770069_at	0.31472373	0.56404734	-1.1336837		1770067_at	0.043179553	0.1522362	-1.1610476		1771130_at	0.6658508	0.8025166	-1.0237437		1771130_at	0.70951796	0.8589398	1.0198454		1770026_at	0.12003539	0.5033901	1.2535316
1770068_at	0.030162705	0.1589117	-1.3370154		1770065_at	8.72E-05	0.005793414	1.166316		1771128_at	0.615911	0.76898086	-1.052371		1771128_at	0.7809993	0.899153	-1.0457686		1770024_at	0.20464553	0.5392894	-1.0991037
1770067_at	0.111144744	0.32599202	-1.0996969		1770064_at	0.79078615	0.8853459	1.0435106		1771127_at	0.85950524	0.9235063	-1.0021065		1771127_at	0.24205069	0.49331033	-1.0181683		1770023_at	0.14648072	0.51005626	-1.0385526
1770065_at	0.005225931	0.064450845	1.1739186		1770063_at	0.029362349	0.11973963	-1.2423464		1771126_at	0.006934206	0.02972813	1.2630891		1771126_at	0.33921903	0.5899086	-1.092125		1770022_at	0.46905065	0.7287637	-1.0366776
1770064_at	0.7420289	0.86894095	-1.0127685		1770062_at	0.5108072	0.6885981	-1.0816046		1771125_at	0.003843782	0.01904311	-1.1958314		1771125_at	0.4535077	0.68889797	-1.1770037		1770021_at	0.72667676	0.8719653	-1.0326947
1770063_at	0.006547397	0.072168164	-1.2060881		1770061_at	0.28087565	0.4858951	-1.0812647		1771124_at	0.8174256	0.8974508	1.0272841		1771124_at	0.7650717	0.8904786	-1.0292382		1770020_at	0.109412685	0.5033901	-1.2889014
1770062_at	0.008907819	0.08511339	1.1749934		1770060_at	0.026228216	0.11161474	-1.2133042		1771123_at	0.23253731	0.4251026	1.0603997		1771123_at	0.15399554	0.38183582	1.0867378		1770018_at	0.19888148	0.5346849	-1.1196687
1770060_at	0.5131326	0.7253946	-1.0722476		1770059_at	0.001977391	0.02643516	1.2684566		1771122_at	0.73117375	0.8447264	-1.0500952		1771122_at	0.7005765	0.8539796	-1.0438035		1770017_at	0.092258945	0.5033901	1.5497893
1770059_at	1.00E-04	0.020042798	1.3017366		1770058_at	0.82031554	0.902926	-1.0340549		1771121_at	0.5298643	0.70230114	1.0564142		1771121_at	0.19938959	0.44296187	-1.036772		1770016_at	0.3293584	0.6367685	-1.0626135
1770058_at	0.9329738	0.9694422	1.0138671		1770056_at	0.38714254	0.58602524	1.1062815		1771120_at	0.005304968	0.024236072	-1.0718046		1771120_at	2.45E-04	0.005359399	-1.3542941		1770014_at	0.4520945	0.7175795	-1.010039
1770057_at	0.8254321	0.91567737	-1.0283923		1770055_at	0.001152329	0.020376544	2.1628177		1771119_at	0.07848671	0.19886455	1.1205299		1771119_at	6.81E-04	0.009722031	1.2381138		1770013_at	0.10581318	0.5033901	3.3660696
1770056_at	0.8183398	0.912339	-1.0327832		1770054_at	0.44132346	0.63072824	-1.1287205		1771118_at	0.15986875	0.32901242	-1.0867093		1771118_at	0.5868428	0.784422	-1.0360402		1770012_at	0.057675965	0.5033901	-1.153861
1770055_at	7.13E-04	0.030502152	2.4294622		1770052_at	0.7481118	0.8566424	1.0278014		1771117_at	0.23530798	0.42850286	1.0963846		1771117_at	0.94066775	0.9770099	1.0054058		1770011_at	0.22771867	0.55579466	-1.135125
1770054_at	0.8002311	0.90134865	-1.0531082		1770050_at	0.351477	0.5531864	-1.1282831		1771116_at	0.9568003	0.9781082	1.0058405		1771116_at	0.35584292	0.60345304	1.123722		1770010_at	0.39356738	0.67847687	-1.0559006
1770052_at	0.62141925	0.7986659	-1.0261179		1770049_at	0.002604633	0.030395638	1.3091903		1771115_at	0.24323633	0.43740112	-1.0421892		1771115_at	0.5980394	0.7924548	1.0147426		1770009_at	0.07323105	0.5033901	-1.1048325
1770050_at	0.52536917	0.73383003	1.0668677		1770048_at	4.91E-04	0.013575932	1.539452		1771114_at	0.09286666	0.22502148	-1.1855431		1771114_at	0.071961045	0.23837233	-1.2242627		1770008_at	0.08932061	0.5033901	-1.3885882
1770049_at	0.005050296	0.063578114	1.1663744		1770047_at	0.096567795	0.2514909	-1.3237162		1771113_at	0.1356977	0.29371604	1.0461253		1771113_at	0.31063294	0.5641677	1.1163357		1770007_at	0.030583354	0.5033901	-1.1212764
1770048_at	0.92196876	0.96499753	-1.0220333		1770046_at	0.5145591	0.69170064	-1.063666		1771112_at	1.36E-04	0.001851577	1.1701283		1771112_at	6.66E-05	0.002613426	1.60676		1770006_at	0.20753156	0.5399769	-1.0603641
1770047_at	0.13012742	0.35539243	-1.2571291		1770045_at	0.030505072	0.122443974	-1.1329013		1771111_at	0.80226964	0.8880878	-1.0201287		1771111_at	0.46934283	0.701084	-1.0622838		1770005_at	0.7051413	0.8612618	-1.0312257
1770046_at	0.85845464	0.9330904	-1.023094		1770044_at	0.37910205	0.5777985	1.0715357		1771110_at	0.85765624	0.9222146	-1.0201752		1771110_at	0.81541336	0.91663027	-1.0241791		1770004_at	0.3549148	0.6542824	-1.0783286
1770045_at	0.19371882	0.43774843	-1.1464458		1770043_at	0.005066901	0.042360295	-1.4744847		1771109_at	1.02E-05	5.22E-04	-3.7331822		1771109_at	5.55E-04	0.00852303	-3.5214684		1770003_at	0.30452317	0.6145033	-1.1012318
1770044_at	0.15380196	0.38892522	1.105522		1770042_at	0.59528947	0.7535834	-1.0558724		1771108_at	0.003969454	0.019520495	1.0254457		1771108_at	0.04158018	0.16292156	1.1327614		1770002_at	0.39348173	0.67847687	1.0960201
1770043_at	0.19677857	0.44081268	-1.1674064		1770040_at	0.8894168	0.9414767	-1.0092125		1771107_at	0.7249008	0.8411251	1.0229795		1771107_at	0.28455302	0.54136413	-1.0655022		1770001_at	0.062182624	0.5033901	3.9615505
1770042_at	0.33550212	0.5829759	-1.1252649		1770039_at	0.48434305	0.66626835	1.149674		1771106_at	1.94E-04	0.002327056	-1.3398745		1771106_at	0.001246983	0.014192296	-1.2041116		1770000_at	0.11754273	0.5033901	-1.1411173
1770040_at	0.08137981	0.27401584	1.1437187		1770037_at	0.02119024	0.0978988	1.1817693		1771105_at	0.96365154	0.9807293	1.0024722		1771105_at	0.26129097	0.5170829	1.1463917		1769999_at	0.6475953	0.8317083	-1.0529177
1770039_at	0.23949602	0.48853213	1.2838951		1770036_at	0.76283765	0.86624783	-1.0229224		1771104_at	3.74E-05	9.20E-04	-2.7483952		1771104_at	0.001074717	0.012863194	-4.1725802		1769998_at	0.05125834	0.5033901	1.4582436
1770037_at	0.020052569	0.1308534	1.105693		1770035_at	0.59761685	0.7554426	1.0685762		1771103_at	0.007599525	0.031941388	-1.1166414		1771103_at	0.021276208	0.10148686	-1.1212629		1769997_at	0.4802138	0.73606294	-1.2163895
1770036_at	0.010239721	0.09213548	1.35984		1770034_at	0.41005912	0.60435593	1.0935358		1771102_at	0.7729746	0.86961824	1.0458947		1771102_at	0.90907454	0.96095634	-1.0132747		1769996_at	0.22220929	0.5503528	-1.0907841
1770035_at	0.28054717	0.5289242	1.1068252		1770033_at	0.76397884	0.8670552	-1.021385		1771101_at	0.07216633	0.18674725	1.0528483		1771101_at	0.26429072	0.5193684	-1.0586433		1769995_at	0.26565295	0.58485436	-1.2294538
1770034_at	0.5503797	0.751261	1.0695834		1770032_at	0.8704135	0.9294374	1.010571		1771100_at	0.021757439	0.07183241	1.1530437		1771100_at	0.6340443	0.81665313	-1.0889258		1769994_at	0.07069922	0.5033901	-1.1659195
1770033_at	0.30924377	0.5587639	-1.1332388		1770031_at	0.27277297	0.4781069	-1.2215936		1771099_at	0.4952674	0.67434365	-1.1043015		1771099_at	0.1669089	0.39999247	-1.2674927		1769993_at	0.9037159	0.95519525	-1.0122468
1770032_at	0.2718807	0.5217342	-1.0719088		1770030_at	0.00132679	0.021584507	1.184436		1771098_at	0.14736754	0.31089428	1.0856165		1771098_at	0.36348215	0.6101587	1.0960925		1769992_at	0.7565796	0.8881153	-1.0277188
1770031_at	0.22725289	0.47589996	-1.2378008		1770029_at	0.9158936	0.9547603	1.010979		1771097_at	0.84174347	0.91174275	-1.0067415		1771097_at	0.06881742	0.23128085	-1.0749394		1769991_at	0.5538218	0.78152615	1.0533707
1770030_at	0.6890576	0.8394021	1.0244174		1770027_at	0.001882143	0.026025781	1.2376482		1771096_at	0.20326355	0.38765517	-1.1814492		1771096_at	0.71588933	0.8627554	-1.0409818		1769990_at	0.9610403	0.9813165	-1.0026205
1770029_at	0.24427205	0.49302486	-1.1845864		1770026_at	0.8851898	0.9393304	-1.0226538		1771095_at	0.001394305	0.008838146	-1.213811		1771095_at	0.048653193	0.18246731	-1.1554016		1769988_at	0.7336665	0.8763388	-1.2122617
1770028_at	0.753507	0.87532616	-1.0344993		1770024_at	0.56622815	0.7322661	1.0248021		1771094_at	0.11754826	0.26458648	-1.1369395		1771094_at	0.07123852	0.23648071	-1.1803483		1769987_at	0.27134076	0.588646	1.0775383
1770027_at	0.075804666	0.26382706	1.1104859		1770023_at	4.60E-04	0.013210095	-1.299352		1771093_at	0.67693704	0.80995566	-1.0242919		1771093_at	0.23650101	0.48681164	1.0957341		1769986_at	0.11230104	0.5033901	1.4540384
1770026_at	0.8833118	0.94439495	1.0239494		1770022_at	0.09667316	0.25169858	-1.1298934		1771092_at	0.008761185	0.035698075	-1.2286232		1771092_at	0.041896716	0.16365461	-1.1560501		1769985_at	0.8822251	0.94667846	1.0092988
1770024_at	0.43618566	0.6686558	-1.0633038		1770021_at	0.8002021	0.8912709	1.0256567		1771091_at	0.124006435	0.27509993	1.2361465		1771091_at	0.009564265	0.056110967	1.4276149		1769984_at	0.16670024	0.5174875	-1.1326238
1770023_at	0.002173126	0.046047796	-1.198688		1770020_at	0.29742926	0.50255215	-1.167265		1771090_at	0.2866253	0.48526528	1.1381061		1771090_at	0.014648069	0.077069856	2.5958297		1769983_at	0.73098284	0.8750054	-1.0563171
1770022_at	0.82384026	0.9147959	-1.01811		1770018_at	0.56562847	0.73162836	-1.0437082		1771089_at	0.7945371	0.8841855	-1.0336319		1771089_at	0.5936599	0.78865975	-1.0477726		1769982_at	0.10472266	0.5033901	-1.6648161
1770021_at	0.6445764	0.81333095	-1.0407399		1770017_at	0.34930226	0.55127597	1.1973886		1771088_at	2.72E-04	0.002893863	1.6119157		1771088_at	9.42E-05	0.003095413	1.823638		1769981_at	0.45929363	0.7226112	1.0834813
1770020_at	0.57034314	0.76506853	-1.1000624		1770016_at	0.030211026	0.12176109	-1.2336502		1771086_at	0.21341278	0.40118417	-1.17106		1771086_at	0.12685701	0.3421257	-1.2388015		1769979_at	0.29656735	0.6090868	1.0351483
1770018_at	0.7750429	0.88813776	-1.0522906		1770015_at	0.25012395	0.45437565	1.1182878		1771085_at	0.026472995	0.083927155	1.050023		1771085_at	0.75595456	0.88490415	-1.037208		1769978_at	0.20895068	0.54055715	-1.1041061
1770017_at	0.9495379	0.9757021	1.0147805		1770014_at	4.36E-05	0.004466821	1.4620645		1771084_at	0.56925607	0.73365515	1.100784		1771084_at	0.15820287	0.38738108	-1.2655088		1769977_at	0.008476968	0.5033901	-1.0959276
1770016_at	0.38806784	0.6288723	1.0396093		1770013_at	0.00202535	0.026833164	3.8358476		1771083_at	0.002095989	0.012106222	1.5191499		1771083_at	0.37966108	0.6261427	1.09782		1769976_at	0.023561198	0.5033901	-1.1697273
1770015_at	0.2779978	0.52631766	1.134678		1770012_at	0.05666462	0.17891599	1.1143419		1771082_at	0.4350729	0.6258518	-1.0440851		1771082_at	0.5678895	0.7703447	-1.0293348		1769974_at	0.63199383	0.82431346	1.0310246
1770014_at	0.01213221	0.10057663	1.1443267		1770011_at	0.055168558	0.17605919	-1.3124491		1771081_at	1.72E-04	0.002150843	-1.2650883		1771081_at	0.111815475	0.31606817	1.1921476		1769973_at	0.064444184	0.5033901	-2.4244356
1770013_at	0.09765327	0.30284283	2.0697503		1770010_at	0.099100545	0.25586343	1.2363107		1771080_at	0.106803186	0.24806488	-1.1757843		1771080_at	0.26123512	0.51707613	-1.1793804		1769972_at	0.29647547	0.6090868	1.0556778
1770012_at	0.074807346	0.26164427	1.1031514		1770009_at	0.010010592	0.062216084	1.37625		1771079_at	0.012811659	0.047443513	-1.0613632		1771079_at	0.58993095	0.78629136	-1.0742954		1769971_at	0.17056285	0.51966745	1.1218419
1770011_at	0.18065615	0.42140242	-1.1930716		1770008_at	0.059953317	0.18554372	-1.5068057		1771078_at	1.11E-04	0.001646268	3.42989		1771078_at	1.66E-05	0.001436286	28.290693		1769970_at	0.06174497	0.5033901	1.2468948
1770010_at	0.40648445	0.6446057	1.0760425		1770007_at	0.2350917	0.43933263	-1.178595		1771077_at	0.75076354	0.85545915	1.0501451		1771077_at	0.5720457	0.77374035	1.0694284		1769969_at	0.9979924	0.99891007	-1.0004538
1770009_at	0.06310721	0.23802304	1.1555424		1770006_at	0.81965435	0.9024004	1.0288025		1771076_at	0.003689468	0.018460853	-1.1734875		1771076_at	0.022767277	0.10664415	-1.2884835		1769968_at	0.16282724	0.51573706	1.5343384
1770008_at	0.22692971	0.47568157	-1.2855495		1770004_at	0.3948985	0.5922272	-1.121454		1771075_at	3.56E-04	0.003427276	-1.234923		1771075_at	0.18941009	0.43068528	-1.1324241		1769967_at	0.002462345	0.5033901	-1.0758747
1770007_at	0.3463415	0.59231687	-1.0795565		1770003_at	0.24301648	0.4475876	-1.0684942		1771074_at	0.44367903	0.6330942	1.1135547		1771074_at	0.620184	0.8070706	1.0707185		1769966_at	0.45658112	0.72068554	-1.0844473
1770006_at	0.87149644	0.93881375	-1.017902		1770002_at	0.37048644	0.5707745	-1.0953649		1771073_at	2.40E-05	7.41E-04	3.2902524		1771073_at	4.19E-06	8.23E-04	5.4169793		1769964_at	0.22655056	0.55446315	-1.0711397
1770004_at	0.55178434	0.75223845	-1.0741495		1770001_at	0.012466564	0.07044075	2.7255988		1771072_at	0.41078192	0.6035258	1.116434		1771072_at	0.9982218	0.99922305	1.00024		1769963_at	0.98455185	0.9917391	-1.0019312
1770003_at	0.67181915	0.8303364	-1.0236855		1770000_at	0.89330417	0.94397837	1.0076059		1771071_at	0.132183	0.28797764	-1.1314803		1771071_at	0.7544491	0.8838572	-1.0171624		1769962_at	0.10062095	0.5033901	-1.2721376
1770002_at	0.76310897	0.8815518	1.02263		1769999_at	0.34156477	0.54426324	-1.1227286		1771070_at	1.85E-04	0.002265782	1.6363045		1771070_at	0.011380458	0.063614145	1.629048		1769961_at	0.078119874	0.5033901	-1.0387412
1770001_at	0.14823063	0.3806225	1.8295287		1769998_at	0.23926376	0.44401807	1.3069357		1771069_at	0.13859834	0.29762283	1.1589297		1771069_at	0.15708023	0.38600692	-1.4359187		1769960_at	0.4727288	0.73176235	-1.0650706
1770000_at	0.28361133	0.5328662	1.1095232		1769997_at	0.004915423	0.041781098	2.3662372		1771068_at	0.05019084	0.14121665	1.1709713		1771068_at	0.028799135	0.12558538	1.2595155		1769959_at	0.82488847	0.92096096	1.0850015
1769999_at	0.39250758	0.63191986	-1.2049799		1769996_at	0.41065955	0.60469663	-1.0433687		1771067_at	5.77E-05	0.001125843	-1.6632913		1771067_at	3.13E-04	0.006123555	-1.9516448		1769958_at	0.17192234	0.5213009	1.2173765
1769998_at	0.016016753	0.11647686	1.8010365		1769995_at	0.23381503	0.43777943	-1.1828597		1771066_at	0.06745867	0.17769359	1.2022913		1771066_at	0.5272136	0.7439811	1.087503		1769956_at	0.19829491	0.5341477	-1.1241738
1769997_at	0.002769489	0.05186593	2.4395509		1769994_at	0.41569993	0.60919726	-1.0774089		1771065_at	0.15011117	0.3146777	-1.0691541		1771065_at	0.5419625	0.7557807	1.0857415		1769955_at	0.8448412	0.9281127	1.0681543
1769996_at	0.34062937	0.5871438	-1.1036512		1769993_at	0.6771175	0.8101007	-1.0606552		1771064_at	1.60E-04	0.002062229	-1.867199		1771064_at	1.35E-04	0.003723666	-2.0338879		1769954_at	0.070743375	0.5033901	1.2108707
1769995_at	0.56772625	0.7628777	-1.0776985		1769992_at	0.07205519	0.20836207	-1.1977035		1771063_at	0.7446005	0.8515063	-1.0250759		1771063_at	0.94433224	0.9782935	1.0077858		1769952_at	0.041652597	0.5033901	-1.177473
1769994_at	0.07996082	0.2722212	-1.2051216		1769991_at	0.49470893	0.6749528	-1.0682483		1771062_at	0.5731705	0.7367216	1.0463548		1771062_at	0.2078519	0.45391798	1.1100463		1769951_at	0.058900908	0.5033901	2.0832129
1769993_at	0.11557831	0.33227074	1.4617491		1769990_at	0.10153798	0.25982088	-1.1633234		1771061_at	0.004137899	0.020091563	-1.1818546		1771061_at	0.059977658	0.21156742	-1.284118		1769950_at	0.13514136	0.5059501	-1.1449602
1769992_at	0.19048685	0.43363434	-1.104629		1769988_at	0.061129976	0.18805985	-2.6816864		1771060_at	0.19503748	0.37743396	-1.1683975		1771060_at	0.22626282	0.47635683	1.156049		1769949_at	0.38211673	0.6714613	-1.0582415
1769991_at	0.80782664	0.90498066	-1.0258777		1769987_at	0.82343876	0.9037922	-1.0157571		1771059_at	0.8057719	0.89034706	1.0167445		1771059_at	0.8248236	0.9220205	-1.0164442		1769948_at	0.0291802	0.5033901	-1.2291607
1769990_at	0.49307716	0.7104242	-1.0479445		1769986_at	0.27520558	0.48049113	1.1810052		1771058_at	0.106447294	0.24744864	-1.0944813		1771058_at	0.3997687	0.64396703	-1.0834482		1769946_at	0.9524385	0.976949	1.0014377
1769989_at	0.61580825	0.7949978	-1.0531868		1769985_at	0.44888735	0.6365626	-1.1174718		1771057_at	0.003973239	0.019520495	-1.2389295		1771057_at	0.06194969	0.21656628	-1.2402148		1769945_at	0.12683463	0.5033901	-1.2695874
1769988_at	0.097739324	0.30286917	-2.3271408		1769984_at	0.8993333	0.9464078	1.0202037		1771056_at	0.8068132	0.8911425	1.0200853		1771056_at	0.9673282	0.9878481	-1.0042154		1769944_at	0.5596859	0.7834323	-1.0613536
1769987_at	0.96910506	0.9848376	-1.0026854		1769983_at	0.5254038	0.6995417	1.0658913		1771055_at	0.03497382	0.10520063	1.0868397		1771055_at	0.27665025	0.53272843	-1.3882954		1769943_at	0.010884859	0.5033901	-1.7108239
1769986_at	0.07717899	0.26653454	1.3341674		1769982_at	0.02433228	0.10654589	2.5130625		1771054_at	0.33778277	0.53727835	-1.0971131		1771054_at	0.77681184	0.89712167	1.0102205		1769942_at	0.5591056	0.78307354	-1.0214113
1769985_at	0.26790056	0.5176949	-1.1133397		1769981_at	0.6528151	0.79309607	-1.0519893		1771053_at	0.5633931	0.72886944	-1.0584277		1771053_at	0.57151186	0.7734598	-1.0575949		1769940_at	0.4024501	0.6844585	1.1109793
1769984_at	0.07940176	0.2712762	-1.2453718		1769979_at	0.027274568	0.114139654	1.2829964		1771052_at	0.7861243	0.8787199	1.0309926		1771052_at	0.027390653	0.121479325	-2.052863		1769939_s_at	0.3361675	0.6412329	-1.1128834
